x,y,address
-95.1966413,29.5876637,12100 NEW BRUNSWICK DR
-95.18100439999999,29.5900383,900 FM 1959 
-95.1909373,29.59117079999999,14900 GULF FWY
-95.1538039,29.581561,1200 CLEAR LAKE CITY BLVD
-95.14543019999999,29.5438231,19200 GULF FWY
-95.1494203,29.5561598,200 EL DORADO BLVD
-95.137913,29.5589067,15900 GALVESTON RD
-95.1514328,29.5687371,600 PINELOCH DR
-95.14514799999999,29.5666404,15200 GALVESTON RD
-95.1494203,29.5561598,200 EL DORADO BLVD
-95.1483926,29.5420385,500 BAYBROOK MALL 
-95.1494203,29.5561598,200 EL DORADO BLVD
-95.15616349999999,29.5517583,100 EL DORADO BLVD
-95.1450067,29.5467353,1000 PONDS DR
-95.4508451,29.8041329,6100 LOOP 
-95.3005859,29.702034,2800 PLUM CREEK LN
-95.297439,29.700558,2900 WOODRIDGE DR
-95.29667219999999,29.7013872,6800 GULF FWY
-95.29667219999999,29.7013872,6800 GULF FWY
-95.3028477,29.6939981,7000 GOLFWAY ST
-95.30149139999999,29.6827668,7200 MOLINE 
-95.29667219999999,29.7013872,6800 GULF FWY
-95.2839702,29.7361496,7800 IH 45 
-95.30199189999999,29.8070491,7000 LOOP 
-95.3046047,29.6886886,7000 EPPES ST
-95.3209007,29.6974551,4500 WAYSIDE 
-95.2962965,29.7016892,2800 WOODRIDGE DR
-95.4508451,29.8041329,6100 LOOP 
-95.3076461,29.6943445,6700 FAIRWAY DR
-95.3076461,29.6943445,6700 FAIRWAY DR
-95.3095598,29.6845055,5600 CORL ST
-95.3124002,29.6868351,6500 MCGREW 
-95.29667219999999,29.7013872,6800 GULF FWY
-95.30149139999999,29.6827668,7200 MOLINE 
-95.2889431,29.6653671,7500 DROUET ST
-95.30947619999999,29.67065049999999,6700 GLEN ROCK DR
-95.2727723,29.6594661,8900 GLENCREST ST
-95.3143862,29.6636247,6400 WESTOVER 
-95.2724305,29.6613217,8800 GLENCREST ST
-95.2727723,29.6594661,8900 GLENCREST ST
-95.3092379,29.6698814,6700 RIDGEWAY DR
-95.29218499999999,29.6791627,7500 OAK VISTA 
-95.277034,29.6654662,8600 BROADWAY ST
-95.27781999999999,29.6694401,8400 BROADWAY ST
-95.267911,29.6751174,8400 GULF FWY
-95.27710040000001,29.6640619,8700 BROADWAY ST
-95.277034,29.6654662,8600 BROADWAY ST
-95.2751541,29.672359,7900 BELLFORT ST
-95.267911,29.6751174,8400 GULF FWY
-95.2574787,29.6610418,8900 GULF FWY
-95.2647065,29.6560944,8700 AIRPORT BLVD
-95.2564766,29.657427,9100 GULF FWY
-95.2751541,29.672359,7900 BELLFORT ST
-95.30629619999999,29.6652511,6900 THRUSH DR
-95.28921,29.6675759,6700 TELEPHONE 
-95.30747819999999,29.67413879999999,6800 CHERRYDALE DR
-95.2889431,29.6653671,7500 DROUET ST
-95.29297729999999,29.6851892,7500 PARK PLACE BLVD
-95.3134395,29.6574526,6300 SCHEVERS 
-95.277034,29.6654662,8600 BROADWAY ST
-95.2848398,29.6566637,7600 AIRPORT BLVD
-95.2848398,29.6566637,7600 AIRPORT BLVD
-95.305058,29.64444109999999,8200 KOPMAN DR
-95.2848398,29.6566637,7600 AIRPORT BLVD
-95.305058,29.64444109999999,8200 KOPMAN DR
-95.2853872,29.6221586,7700 ROWE LN
-95.29284899999999,29.620304,7300 ALMEDA GENOA RD
-95.28126789999999,29.6188763,10200 QUIET VALLEY LANE 
-95.2862097,29.6090988,10800 TELEPHONE 
-95.28126789999999,29.6188763,10200 QUIET VALLEY LN
-95.2854102,29.6207115,10200 TELEPHONE 
-95.3384081,29.6934524,5200 DEWBERRY ST
-95.33665909999999,29.6979052,5200 GRIGGS 
-95.3531958,29.686129,7000 NEW YORK 
-95.36227280000001,29.6855875,4000 CORDER ST
-95.36327759999999,29.7000264,3700 ZEPHYR 
-95.35248659999999,29.6963328,4400 PERRY 
-95.3358646,29.7078922,4900 MARTIN LUTHER KING BLVD
-95.3384081,29.6934524,5200 DEWBERRY ST
-95.36160749999999,29.6935538,3900 YELLOWSTONE BLVD
-95.342181,29.6920402,5100 ENYART ST
-95.3648403,29.7019338,3600 OLD SPANISH TRL
-95.360664,29.69588809999999,3900 FLORINDA ST
-95.366833,29.67259839999999,3900 STASSEN 
-95.36467710000001,29.6863296,7200 SCOTT ST
-95.352592,29.651971,4700 WENDA ST
-95.3509899,29.6633498,4900 BRINKLEY ST
-95.3665499,29.6818082,7500 SCOTT ST
-95.3534447,29.6696221,5000 SUNFLOWER 
-95.35382,29.67876,7400 CALHOUN RD
-95.352592,29.651971,4700 WENDA ST
-95.3645401,29.6642319,4300 ALVIN ST
-95.35401159999999,29.6597806,4700 MALLOW 
-95.365449,29.6516166,4200 BARBERRY DR
-95.3526677,29.6583796,4800 REED RD
-95.3555737,29.6598294,9100 CULLEN BLVD
-95.3219264,29.6781491,7000 MYKAWA 
-95.32088010000001,29.6662197,6100 BELLFORT ST
-95.3323544,29.6739415,5900 VAN FLEET 
-95.33638979999999,29.6769587,5700 DOOLITTLE BLVD
-95.32363029999999,29.6633889,6000 WESTOVER 
-95.3348187,29.6673053,5800 LYNDHURST DR
-95.33847899999999,29.6845981,5400 SOUTHLEA 
-95.3352077,29.6837252,6800 KASSARINE PASS
-95.359556,29.616625,3900 ALMEDA GENOA RD
-95.3808688,29.6183532,13000 SKYVIEW BEND DR
-95.33854799999999,29.634674,11400 MARTIN LUTHER KING BLVD
-95.3816102,29.6190492,2700 SKYVIEW RIDGE CT
-95.3258456,29.637521,6000 SELINSKY RD
-95.3103517,29.6044048,6400 CAPRIDGE DR
-95.48306199999999,29.67727,5500 BRAESWOOD BLVD
-95.49306419999999,29.6787761,5800 BRAESWOOD BLVD
-95.50091669999999,29.6886087,6200 BEECHNUT ST
-95.478123,29.681461,8900 CHIMNEY ROCK RD
-95.5075222,29.6873406,8500 LARKWOOD DR
-95.4630566,29.6856141,100 MEYERLAND PLAZA 
-95.48965779999999,29.6413272,5800 FIRENZA DR
-95.4659405,29.6578174,5000 WILLOW DR
-95.4975817,29.6433753,12300 BRAEWICK DR
-95.4888872,29.6398205,5800 SOUTHMINSTER DR
-95.3370997,29.6661943,5700 BELLFORT ST
-95.3367385,29.6438049,5500 AIRPORT BLVD
-95.345341,29.6660646,5300 BELLFORT ST
-95.4230169,29.7000962,7400 BROMPTON ST
-95.4403772,29.6959771,4000 DRUMMOND 
-95.45889799999999,29.650587,12300 MAIN ST
-95.4383424,29.6790213,9600 KAPRI LN
-95.438439,29.67643,3600 LINK VALLEY DR
-95.44195909999999,29.6655523,4100 WOODHAVEN 
-95.36769129999999,29.6693475,4000 BELLFORT ST
-95.4109208,29.6847027,8400 KIRBY DR
-95.44737119999999,29.8051501,2900 LOOP 
-95.38157319999999,29.668003,2700 BELLFORT ST
-95.415543,29.6821472,2400 WESTRIDGE ST
-95.457319,29.752088,1600 LOOP 
-95.3983848,29.6807871,1400 LOOP 
-95.434085,29.671209,10600 MAIN ST
-95.53492340000001,29.8810425,8800 LAKES AT 610 DR
-95.417982,29.682679,2600 WESTRIDGE ST
-95.4183726,29.6821928,2500 WESTRIDGE ST
-95.42165159999999,29.6814104,8400 BARTELL DR
-95.53492340000001,29.8810425,8800 LAKES AT 610 DR
-95.4051784,29.6979252,7700 GREENBRIAR DR
-95.393784,29.684038,2400 HOLLY HALL 
-95.39564709999999,29.6843058,8400 CAMBRIDGE ST
-95.53492340000001,29.8810425,8800 LAKES AT 610 DR
-95.419827,29.6851954,2600 MURWORTH DR
-95.4039166,29.6238555,11900 HARRISTOWN DR
-95.40015079999999,29.6271,11700 DANDY PARK CT
-95.4088709,29.6198629,12900 BELMONT LEGEND CT
-95.3882022,29.6138622,12500 SOUTH FWY
-95.3925896,29.606265,13700 LEW BRIGGS RD
-95.4030978,29.6238531,11900 GREEN COLLING PARK DR
-95.3882022,29.6138622,12600 SOUTH FWY
-95.4373202,29.6378956,4000 GLENN RICKI DR
-95.45959239999999,29.5991445,5200 WICKVIEW LN
-95.422681,29.6319229,3100 EBBTIDE DR
-95.42423459999999,29.6161958,14500 WATERLOO DR
-95.3409315,29.612126,4800 FUQUA ST
-95.44243019999999,29.6299799,4300 JORNS DR
-95.4560703,29.5999904,5100 DANFIELD DR
-95.3492734,29.6121536,4400 FUQUA ST
-95.357164,29.61218,4000 FUQUA ST
-95.36073329999999,29.6462578,4400 AIRPORT BLVD
-95.49672699999999,29.63267999999999,12800 DUNLAP ST
-95.4728839,29.621899,6000 HEATHERBROOK DR
-95.47305,29.61526,6000 BROOKFIELD DR
-95.465155,29.63393409999999,5500 TIDEWATER 
-95.462644,29.64032199999999,12900 POST OAK RD
-95.4745224,29.6302681,13400 MIRACLE LN
-95.462644,29.64032199999999,12900 POST OAK RD
-95.46483649999999,29.62988189999999,13500 POST OAK RD
-95.4697133,29.5994605,5700 MELANITE AVE
-95.4864642,29.59472209999999,15900 INWOOD LN
-95.4796863,29.5970792,6500 BANTA DR
-95.30569729999999,29.6119885,6400 FUQUA ST
-95.4793931,29.5839076,6000 QUIET VILLAGE CT
-95.51165379999999,29.5865518,16600 QUAIL MEADOW DR
-95.5129529,29.5843539,8300 QUAIL VIEW DR
-95.5157761,29.5847554,16700 QUAIL BRIAR DR
-95.5135284,29.5771955,8300 BIRD MEADOW LN
-95.4685418,29.5837826,16600 GOLD RIDGE LN
-95.462368,29.5824243,16800 RAPIDCREEK DR
-95.5149422,29.5860437,16600 QUAIL RUN DR
-95.49247679999999,29.59775489999999,15800 BLUE RIDGE RD
-95.49201509999999,29.6048057,7000 CONDOR WAY
-95.49317429999999,29.7011016,7300 HILLCROFT 
-95.48697930000002,29.7127924,6000 ELM ST
-95.49308359999999,29.7127916,6200 WESTWARD 
-95.4868383,29.71646729999999,6000 GULFTON 
-95.4788006,29.72313849999999,5500 EL CAMINO DEL REY 
-95.489457,29.713679,6100 ELM ST
-95.4685382,29.7129693,5100 ELM ST
-95.4848275,29.7128124,5900 ELM ST
-95.4814421,29.7201198,5800 GLENMONT DR
-95.49308359999999,29.7127916,6200 WESTWARD 
-95.4930789,29.7122938,6300 WESTWARD 
-95.4764129,29.7092868,6600 CHIMNEY ROCK RD
-95.5012292,29.7154228,6700 SOUTHWEST FWY
-95.4931934,29.7017496,7200 HILLCROFT 
-95.49308359999999,29.7127916,6200 WESTWARD 
-95.4841125,29.643692,7100 RENWICK 
-95.4814421,29.7201198,5800 GLENMONT DR
-95.4956653,29.7079305,6600 DUNLAP ST
-95.4894832,29.7202557,6100 GLENMONT DR
-95.47845939999999,29.7023502,5600 BISSONNET ST
-95.48440339999999,29.7242965,5400 RENWICK 
-95.4848275,29.7128124,5900 ELM ST
-95.4894832,29.7202557,6100 GLENMONT DR
-95.4848943,29.7163706,6000 RENWICK 
-95.490495,29.721194,5600 RAMPART 
-95.48672839999999,29.7033738,7100 MULLINS DR
-95.489576,29.717779,5900 RAMPART 
-95.4764129,29.7092868,6600 CHIMNEY ROCK RD
-95.4788006,29.72313849999999,5500 EL CAMINO DEL REY ST
-95.49317429999999,29.7011016,7300 HILLCROFT 
-95.49341059999999,29.71079069999999,6500 HILLCROFT 
-95.4868383,29.71646729999999,6000 GULFTON 
-95.49485469999999,29.72108159999999,6300 SOUTHWEST FWY
-95.4955784,29.7093327,6500 DUNLAP ST
-95.4848208,29.7227936,5500 RENWICK 
-95.4894806,29.7167404,6100 GULFTON 
-95.48917929999999,29.7123437,6300 RAMPART 
-95.4850363,29.7200726,5900 GLENMONT DR
-95.4930789,29.7122938,6300 WESTWARD 
-95.493173,29.7199589,5700 WESTWARD 
-95.4765965,29.7245834,5300 CHIMNEY ROCK RD
-95.48672839999999,29.7033738,7100 MULLINS DR
-95.4955784,29.7093327,6500 DUNLAP ST
-95.47641209999999,29.7092616,5500 CLAREWOOD DR
-95.4906805,29.7171624,6200 GULFTON 
-95.4848943,29.7163706,6000 RENWICK 
-95.4906805,29.7171624,6200 GULFTON 
-95.4888493,29.7073095,6700 RAMPART 
-95.4850363,29.7200726,5900 GLENMONT DR
-95.4850363,29.7200726,5900 GLENMONT DR
-95.4850363,29.7200726,5900 GLENMONT DR
-95.4919199,29.722083,6200 SOUTHWEST FWY
-95.5087089,29.671631,10000 FONDREN RD
-95.4973909,29.7024797,6600 SCRIBNER RD
-95.5096774,29.6776572,9100 FONDREN RD
-95.5303332,29.6890425,8300 SOUTHWEST FWY
-95.5187201,29.6926157,7500 BEECHNUT ST
-95.4845981,29.6946516,5500 PINE 
-95.504922,29.6888207,7000 BISSONNET ST
-95.5038763,29.6893545,6900 BISSONNET ST
-95.5211961,29.6977692,7500 SOUTHWEST FWY
-95.5019244,29.7010936,6800 ROWAN LN
-95.5245535,29.6696952,8400 BRAESDALE LN
-95.5086544,29.6675319,10500 FONDREN RD
-95.558093,29.654692,11500 KEEGANS RIDGE RD
-95.54767369999999,29.6457332,12300 MILLBANKS DR
-95.53739689999999,29.6738283,9800 HONEYWELL RD
-95.5339292,29.6732899,9000 BRAESWOOD BLVD
-95.5517773,29.6698641,10000 SOUTHWEST FWY
-95.5407371,29.8858709,8700 GESSNER DR
-95.53113479999999,29.6769935,8800 BISSONNET ST
-95.5286326,29.6799911,8600 NAIRN 
-95.54085289999999,29.65293359999999,9000 WEYMOUTH DR
-95.54294469999999,29.6754704,9600 SOUTHWEST FWY
-95.5325314,29.675096,9700 BRAEBURN GLEN BLVD
-95.53739689999999,29.6738283,9800 HONEYWELL RD
-95.4951421,29.6411934,12500 DUNLAP ST
-95.50501799999999,29.64099299999999,12500 SANDPIPER DR
-95.26958739999999,29.6579432,8100 AIRPORT BLVD
-95.3164707,29.6455076,6400 AIRPORT BLVD
-95.2858734,29.6571704,7700 AIRPORT BLVD
-95.31723509999999,29.6661636,6200 BELLFORT ST
-95.5085201,29.6559154,11300 FONDREN RD
-95.500571,29.6529619,11700 BOB WHITE DR
-95.5043646,29.670928,6300 DUMFRIES DR
-95.31723509999999,29.6661636,6200 BELLFORT ST
-95.5212995,29.6435819,8100 SANDY GLEN LN
-95.5031922,29.6630788,6400 BANKSIDE DR
-95.31615529999999,29.6663731,6300 BELLFORT ST
-95.5084057,29.6451976,12200 FONDREN RD
-95.2848398,29.6566637,7600 AIRPORT BLVD
-95.5084387,29.6479286,12100 FONDREN RD
-95.534239,29.6500187,8900 WESTPLACE DR
-95.45665,29.7732634,8600 MEMORIAL DR
-95.459835,29.741024,4900 WESTHEIMER RD
-95.4614916,29.7427586,5000 WESTHEIMER RD
-95.471786,29.73368,5400 LAMPASAS 
-95.4614916,29.7427586,5000 WESTHEIMER RD
-95.46447429999999,29.734234,3000 POST OAK BLVD
-95.46147479999999,29.7463803,1900 POST OAK BLVD
-95.4826993,29.7529105,1500 AUGUSTA DR
-95.47651479999999,29.7288634,3400 CHIMNEY ROCK RD
-95.50179899999999,29.73238599999999,3100 HILLCROFT 
-95.4979607,29.7317775,3200 UNITY DR
-95.501662,29.725793,3700 HILLCROFT 
-95.48854899999999,29.7353807,6100 WINSOME LN
-95.49053669999999,29.7325474,6200 RICHMOND AVE
-95.48996249999999,29.7330001,6200 FAIRDALE LN
-95.4921463,29.7282436,6300 SKYLINE DR
-95.501165,29.7237077,4000 HILLCROFT 
-95.5013409,29.7333032,3000 HILLCROFT 
-95.49271999999999,29.750335,6200 SAN FELIPE ST
-95.4826044,29.7319799,5900 RICHMOND AVE
-95.48986420000001,29.7364991,2800 GREENRIDGE DR
-95.4883346,29.72630029999999,6100 WINDSWEPT LN
-95.50121569999999,29.7267977,3600 HILLCROFT 
-95.4872221,29.7324554,6100 RICHMOND AVE
-95.480614,29.759459,700 BERING DR
-95.4951214,29.7375999,2700 BRIARGROVE DR
-95.5084308,29.7295339,6000 BEVERLYHILL ST
-95.51085479999999,29.7397283,2500 OLD FARM RD
-95.4976547,29.7438251,6400 OLYMPIA DR
-95.5244266,29.7385673,9100 WESTHEIMER RD
-95.51417040000001,29.73327399999999,3000 DUNVALE RD
-95.5174037,29.7415097,8600 WOODWAY DR
-95.5173872,29.7386926,2500 LAZY HOLLOW DR
-95.5294405,29.73777,9400 WESTHEIMER RD
-95.5163583,29.7354979,2800 ROLIDO DR
-95.5294405,29.73777,9400 WESTHEIMER RD
-95.51736179999999,29.7138561,7500 BELLERIVE DR
-95.5064182,29.7187018,7000 HARWIN DR
-95.519099,29.711677,6200 MARINETTE DR
-95.4969271,29.7204249,6400 SOUTHWEST FWY
-95.5166388,29.7068225,7500 BELLAIRE BLVD
-95.52059299999999,29.7228119,3900 FONDREN RD
-95.497879,29.718778,6500 SOUTHWEST FWY
-95.5157727,29.71302459999999,6100 REIMS RD
-95.526896,29.7260312,9200 PAGEWOOD LN
-95.5136945,29.7160921,5900 BONHOMME RD
-95.5339073,29.724739,9500 WINDSWEPT LN
-95.5097959,29.7101007,7000 SOUTHWEST FWY
-95.5166388,29.7068225,7500 BELLAIRE BLVD
-95.5196859,29.725037,3700 CROSSVIEW DR
-95.4840998,29.7288107,8700 SCHUMACHER LN
-95.52646109999999,29.7209534,9300 WESTPARK DR
-95.5097959,29.7101007,7000 SOUTHWEST FWY
-95.51681789999999,29.7102213,7500 CLAREWOOD DR
-95.5206053,29.7291707,8900 RICHMOND AVE
-95.51706980000002,29.7153621,6000 REIMS RD
-95.5339073,29.724739,9500 WINDSWEPT LN
-95.53081949999999,29.7257295,9400 PAGEWOOD LN
-95.51871229999999,29.7097173,7600 CLAREWOOD DR
-95.5157727,29.71302459999999,6100 REIMS RD
-95.5265754,29.7007505,8000 ROWAN LN
-95.53511710000001,29.7145417,8500 SANDS POINT DR
-95.5407219,29.8844922,7600 GESSNER DR
-95.5509237,29.6941082,9600 LANGDON LN
-95.5486241,29.6927154,9300 WESTWOOD VILLAGE DR
-95.54507819999999,29.8575693,6100 GESSNER DR
-95.53060339999999,29.70682669999999,6600 HARBOR TOWN DR
-95.54447259999999,29.8612378,6400 GESSNER DR
-95.5423048,29.6910696,9000 BEECHNUT ST
-95.5376993,29.69073209999999,8700 BEECHNUT ST
-95.5218651,29.7030155,7100 LUGARY DR
-95.5405498,29.687253,8900 JACKWOOD 
-95.5335152,29.6865568,9000 SOUTHWEST FWY
-95.5522369,29.69651349999999,9700 SHARPCREST 
-95.5583791,29.6865345,10000 SPICE LN
-95.5681465,29.6888841,10800 BEECHNUT ST
-95.5679935,29.6889164,10700 BEECHNUT ST
-95.55156699999999,29.6866153,10200 CLUB CREEK DR
-95.5553944,29.9080181,9400 SAM HOUSTON PKWY
-95.5583791,29.6865345,10000 SPICE LN
-95.5497761,29.6779281,9500 DEERING DR
-95.55570879999999,29.6809765,9400 CONCOURSE DR
-95.5524041,29.6800346,9300 WOODFAIR DR
-95.55570879999999,29.6809765,9400 CONCOURSE DR
-95.5522369,29.69651349999999,9700 SHARPCREST 
-95.5548505,29.6842662,9300 CORNER OAKS LN
-95.5742942,29.673645,9500 BOONE RD
-95.5524041,29.6800346,9300 WOODFAIR DR
-95.5520363,29.6925165,7900 CORPORATE DR
-95.5553944,29.9080181,9400 SAM HOUSTON PKWY
-95.5578242,29.6895731,10500 BEECHNUT ST
-95.55570879999999,29.6809765,9400 CONCOURSE DR
-95.29412839999999,29.600375,6800 SAM HOUSTON PKWY
-95.55570879999999,29.6809765,9400 CONCOURSE DR
-95.5553944,29.9080181,9400 SAM HOUSTON PKWY
-95.5535321,29.6834972,10100 REEDWOOD LN
-95.5524041,29.6800346,9300 WOODFAIR DR
-95.54919389999999,29.6786842,9300 COUNTRY CREEK DR
-95.5877883,29.694135,11900 SEA SHORE DR
-95.5884597,29.7042025,11900 BELLAIRE BLVD
-95.5828406,29.6933466,11600 POMPANO LN
-95.5889057,29.6994993,7300 SHINER LN
-95.5352376,29.6103952,4700 KIRKWOOD DR
-95.5754103,29.7037682,6800 BOONE RD
-95.5727558,29.6924352,11000 HAZEN 
-95.5753215,29.6967652,11200 CARVEL LN
-95.59009549999999,29.704519,12000 BELLAIRE BLVD
-95.57776520000002,29.6998191,11300 STROUD DR
-95.57583749999999,29.6919117,7900 LEAMONT 
-95.6075675,29.7060184,6700 WESTBRANCH DR
-95.6110647,29.71308369999999,6100 GREENPARK DR
-95.6162624,29.6980952,7400 CANEBRAKE 
-95.6045348,29.7035907,12600 BELLAIRE BLVD
-95.6109535,29.6967718,13000 CARVEL LN
-95.60462840000001,29.7060755,12700 RODEO SQUARE DR
-95.6077554,29.6993078,12800 WIREVINE LN
-95.615093,29.700557,13200 GABY VIRBO DR
